country_id,country_name,country_text_id,year,v2x_regime,v2x_polyarchy,v2x_polyarchy_codelow,v2x_polyarchy_codehigh,v2x_polyarchy_sd,v2x_libdem,v2x_libdem_codelow,v2x_libdem_codehigh,v2x_libdem_sd,v2x_partipdem,v2x_partipdem_codelow,v2x_partipdem_codehigh,v2x_partipdem_sd,v2x_delibdem,v2x_delibdem_codelow,v2x_delibdem_codehigh,v2x_delibdem_sd,v2x_egaldem,v2x_egaldem_codelow,v2x_egaldem_codehigh,v2x_egaldem_sd
51,Venezuela,VEN,2000,2.0,0.573,0.519,0.64,0.061,0.305,0.261,0.349,0.045,0.406,0.358,0.451,0.047,0.333,0.262,0.397,0.067,0.406,0.349,0.463,0.057
51,Venezuela,VEN,2001,2.0,0.532,0.47,0.595,0.062,0.283,0.238,0.324,0.044,0.377,0.329,0.42,0.046,0.31,0.241,0.368,0.063,0.379,0.323,0.428,0.054
51,Venezuela,VEN,2002,1.0,0.499,0.445,0.564,0.06,0.255,0.217,0.292,0.039,0.357,0.315,0.402,0.044,0.288,0.227,0.347,0.06,0.352,0.294,0.396,0.052
51,Venezuela,VEN,2003,1.0,0.483,0.428,0.535,0.055,0.242,0.206,0.28,0.039,0.345,0.299,0.38,0.041,0.257,0.199,0.306,0.055,0.34,0.284,0.378,0.047
51,Venezuela,VEN,2004,1.0,0.472,0.412,0.524,0.056,0.215,0.175,0.241,0.033,0.337,0.29,0.37,0.04,0.239,0.181,0.285,0.052,0.335,0.284,0.381,0.049
51,Venezuela,VEN,2005,1.0,0.471,0.412,0.524,0.056,0.181,0.152,0.205,0.027,0.331,0.288,0.366,0.04,0.239,0.18,0.285,0.052,0.334,0.284,0.38,0.048
51,Venezuela,VEN,2006,1.0,0.453,0.403,0.508,0.053,0.167,0.141,0.19,0.025,0.316,0.28,0.353,0.037,0.228,0.168,0.273,0.053,0.319,0.268,0.359,0.046
51,Venezuela,VEN,2007,1.0,0.434,0.383,0.487,0.051,0.161,0.133,0.178,0.024,0.31,0.273,0.344,0.036,0.217,0.163,0.261,0.05,0.308,0.26,0.346,0.043
51,Venezuela,VEN,2008,1.0,0.433,0.379,0.483,0.052,0.162,0.135,0.182,0.024,0.309,0.265,0.337,0.036,0.212,0.166,0.262,0.049,0.304,0.256,0.342,0.043
51,Venezuela,VEN,2009,1.0,0.43,0.382,0.486,0.052,0.158,0.133,0.179,0.024,0.3,0.264,0.334,0.036,0.211,0.167,0.264,0.048,0.305,0.259,0.346,0.044
51,Venezuela,VEN,2010,1.0,0.42,0.362,0.463,0.051,0.155,0.13,0.176,0.023,0.295,0.264,0.332,0.035,0.189,0.137,0.228,0.046,0.288,0.241,0.326,0.043
51,Venezuela,VEN,2011,1.0,0.414,0.36,0.456,0.049,0.15,0.129,0.172,0.023,0.29,0.26,0.327,0.035,0.187,0.136,0.224,0.045,0.284,0.245,0.325,0.041
51,Venezuela,VEN,2012,1.0,0.401,0.345,0.438,0.047,0.146,0.126,0.167,0.021,0.282,0.252,0.313,0.031,0.183,0.134,0.222,0.045,0.275,0.237,0.313,0.039
51,Venezuela,VEN,2013,1.0,0.324,0.285,0.358,0.037,0.109,0.092,0.125,0.017,0.232,0.203,0.252,0.026,0.104,0.07,0.125,0.03,0.226,0.195,0.26,0.033
51,Venezuela,VEN,2014,1.0,0.31,0.276,0.348,0.037,0.101,0.083,0.115,0.016,0.22,0.195,0.247,0.026,0.077,0.05,0.092,0.023,0.22,0.187,0.249,0.032
51,Venezuela,VEN,2015,1.0,0.297,0.265,0.331,0.035,0.104,0.085,0.12,0.018,0.213,0.183,0.235,0.025,0.068,0.048,0.084,0.02,0.209,0.179,0.238,0.03
51,Venezuela,VEN,2016,1.0,0.292,0.257,0.322,0.033,0.117,0.097,0.136,0.02,0.208,0.183,0.231,0.024,0.059,0.043,0.072,0.018,0.18,0.153,0.211,0.03
51,Venezuela,VEN,2017,1.0,0.232,0.208,0.25,0.022,0.082,0.064,0.095,0.017,0.172,0.152,0.193,0.02,0.046,0.03,0.056,0.015,0.152,0.127,0.179,0.026
51,Venezuela,VEN,2018,1.0,0.215,0.194,0.231,0.019,0.064,0.049,0.076,0.014,0.16,0.137,0.176,0.019,0.038,0.025,0.045,0.012,0.126,0.098,0.149,0.025
51,Venezuela,VEN,2019,1.0,0.208,0.187,0.224,0.018,0.062,0.048,0.074,0.013,0.159,0.138,0.177,0.019,0.039,0.026,0.048,0.014,0.125,0.103,0.156,0.026
51,Venezuela,VEN,2020,1.0,0.206,0.188,0.221,0.018,0.058,0.045,0.068,0.013,0.155,0.132,0.171,0.019,0.038,0.026,0.047,0.013,0.119,0.094,0.143,0.025
51,Venezuela,VEN,2021,1.0,0.215,0.196,0.233,0.019,0.057,0.046,0.066,0.011,0.159,0.138,0.177,0.02,0.042,0.028,0.052,0.014,0.114,0.089,0.139,0.025
51,Venezuela,VEN,2022,1.0,0.211,0.193,0.23,0.02,0.056,0.045,0.066,0.011,0.145,0.127,0.165,0.019,0.043,0.027,0.052,0.015,0.104,0.081,0.129,0.025
51,Venezuela,VEN,2023,1.0,0.207,0.185,0.222,0.019,0.054,0.043,0.065,0.011,0.16,0.14,0.179,0.019,0.041,0.027,0.051,0.014,0.101,0.075,0.121,0.023
51,Venezuela,VEN,2024,1.0,0.197,0.179,0.212,0.017,0.049,0.038,0.057,0.01,0.161,0.141,0.18,0.02,0.026,0.019,0.032,0.008,0.095,0.066,0.118,0.026
59,Nicaragua,NIC,2000,2.0,0.589,0.52,0.645,0.062,0.379,0.321,0.42,0.05,0.358,0.311,0.404,0.047,0.454,0.394,0.52,0.065,0.284,0.233,0.338,0.054
59,Nicaragua,NIC,2001,2.0,0.592,0.522,0.649,0.063,0.374,0.326,0.423,0.049,0.36,0.312,0.406,0.048,0.449,0.375,0.508,0.068,0.286,0.233,0.339,0.054
59,Nicaragua,NIC,2002,2.0,0.613,0.545,0.679,0.067,0.382,0.338,0.438,0.051,0.371,0.324,0.421,0.05,0.493,0.431,0.564,0.068,0.299,0.24,0.349,0.056
59,Nicaragua,NIC,2003,2.0,0.608,0.545,0.681,0.067,0.379,0.33,0.43,0.05,0.368,0.311,0.41,0.05,0.49,0.412,0.55,0.068,0.298,0.239,0.348,0.056
59,Nicaragua,NIC,2004,2.0,0.608,0.545,0.681,0.067,0.38,0.323,0.423,0.051,0.368,0.311,0.41,0.05,0.49,0.412,0.55,0.068,0.295,0.237,0.346,0.055
59,Nicaragua,NIC,2005,2.0,0.608,0.545,0.681,0.067,0.38,0.323,0.423,0.051,0.368,0.311,0.41,0.05,0.476,0.413,0.545,0.066,0.295,0.237,0.346,0.055
59,Nicaragua,NIC,2006,2.0,0.56,0.497,0.626,0.064,0.321,0.276,0.361,0.044,0.333,0.286,0.376,0.045,0.437,0.372,0.497,0.063,0.273,0.223,0.328,0.053
59,Nicaragua,NIC,2007,1.0,0.457,0.404,0.509,0.053,0.218,0.187,0.245,0.031,0.271,0.233,0.306,0.037,0.328,0.278,0.382,0.055,0.237,0.197,0.283,0.044
59,Nicaragua,NIC,2008,1.0,0.445,0.385,0.492,0.054,0.204,0.17,0.23,0.032,0.265,0.222,0.293,0.037,0.316,0.262,0.368,0.052,0.231,0.184,0.271,0.046
59,Nicaragua,NIC,2009,1.0,0.443,0.386,0.492,0.053,0.198,0.163,0.22,0.029,0.263,0.227,0.298,0.036,0.317,0.265,0.373,0.054,0.229,0.183,0.269,0.043
59,Nicaragua,NIC,2010,1.0,0.436,0.386,0.489,0.053,0.193,0.162,0.217,0.03,0.261,0.224,0.291,0.035,0.297,0.24,0.344,0.052,0.225,0.177,0.263,0.043
59,Nicaragua,NIC,2011,1.0,0.427,0.377,0.478,0.052,0.187,0.161,0.216,0.029,0.256,0.224,0.292,0.034,0.29,0.238,0.344,0.053,0.22,0.172,0.255,0.042
59,Nicaragua,NIC,2012,1.0,0.369,0.324,0.409,0.044,0.155,0.13,0.175,0.023,0.23,0.198,0.254,0.029,0.261,0.214,0.3,0.044,0.196,0.152,0.226,0.037
59,Nicaragua,NIC,2013,1.0,0.323,0.284,0.36,0.039,0.127,0.11,0.144,0.018,0.193,0.162,0.215,0.027,0.144,0.106,0.179,0.038,0.176,0.14,0.209,0.035
59,Nicaragua,NIC,2014,1.0,0.321,0.279,0.356,0.04,0.126,0.106,0.142,0.019,0.188,0.161,0.217,0.028,0.142,0.101,0.174,0.037,0.175,0.139,0.207,0.035
59,Nicaragua,NIC,2015,1.0,0.321,0.277,0.353,0.039,0.126,0.108,0.143,0.018,0.189,0.165,0.22,0.028,0.138,0.099,0.17,0.036,0.167,0.134,0.201,0.034
59,Nicaragua,NIC,2016,1.0,0.309,0.27,0.342,0.038,0.121,0.102,0.136,0.018,0.177,0.15,0.201,0.025,0.131,0.095,0.166,0.037,0.16,0.125,0.189,0.032
59,Nicaragua,NIC,2017,1.0,0.283,0.25,0.312,0.033,0.103,0.086,0.117,0.016,0.165,0.138,0.186,0.024,0.125,0.091,0.158,0.034,0.14,0.109,0.168,0.03
59,Nicaragua,NIC,2018,1.0,0.223,0.198,0.243,0.024,0.051,0.039,0.058,0.01,0.132,0.112,0.149,0.019,0.027,0.021,0.032,0.006,0.122,0.096,0.148,0.026
59,Nicaragua,NIC,2019,1.0,0.217,0.195,0.238,0.023,0.047,0.037,0.054,0.009,0.127,0.108,0.144,0.019,0.026,0.02,0.03,0.006,0.12,0.093,0.144,0.026
59,Nicaragua,NIC,2020,1.0,0.219,0.195,0.239,0.023,0.045,0.035,0.053,0.009,0.121,0.104,0.135,0.017,0.028,0.021,0.032,0.007,0.116,0.09,0.142,0.027
59,Nicaragua,NIC,2021,1.0,0.198,0.179,0.216,0.019,0.035,0.027,0.041,0.008,0.111,0.092,0.127,0.018,0.029,0.02,0.034,0.009,0.102,0.078,0.128,0.024
59,Nicaragua,NIC,2022,1.0,0.161,0.15,0.172,0.012,0.027,0.02,0.032,0.007,0.098,0.081,0.112,0.016,0.02,0.014,0.023,0.007,0.083,0.06,0.103,0.022
59,Nicaragua,NIC,2023,1.0,0.159,0.149,0.171,0.012,0.021,0.017,0.024,0.005,0.096,0.081,0.109,0.015,0.02,0.014,0.024,0.007,0.099,0.071,0.117,0.024
59,Nicaragua,NIC,2024,1.0,0.153,0.143,0.162,0.01,0.019,0.015,0.022,0.005,0.094,0.078,0.105,0.015,0.018,0.013,0.021,0.006,0.087,0.064,0.109,0.023
72,Chile,CHL,2000,3.0,0.879,0.844,0.916,0.039,0.815,0.775,0.862,0.045,0.579,0.546,0.63,0.043,0.8,0.749,0.855,0.053,0.623,0.558,0.687,0.066
72,Chile,CHL,2001,3.0,0.879,0.844,0.916,0.039,0.815,0.775,0.862,0.045,0.579,0.546,0.63,0.043,0.8,0.75,0.855,0.053,0.623,0.558,0.687,0.066
72,Chile,CHL,2002,3.0,0.879,0.847,0.924,0.04,0.815,0.777,0.869,0.046,0.577,0.529,0.615,0.043,0.805,0.764,0.868,0.053,0.624,0.559,0.692,0.067
72,Chile,CHL,2003,3.0,0.879,0.847,0.924,0.04,0.815,0.777,0.869,0.046,0.577,0.529,0.615,0.043,0.798,0.749,0.849,0.054,0.624,0.559,0.692,0.067
72,Chile,CHL,2004,3.0,0.879,0.847,0.924,0.04,0.815,0.777,0.869,0.046,0.577,0.529,0.615,0.043,0.805,0.757,0.857,0.053,0.624,0.559,0.692,0.067
72,Chile,CHL,2005,3.0,0.877,0.845,0.919,0.039,0.822,0.78,0.864,0.044,0.574,0.533,0.617,0.044,0.804,0.759,0.858,0.051,0.638,0.564,0.696,0.065
72,Chile,CHL,2006,3.0,0.893,0.866,0.931,0.035,0.839,0.808,0.884,0.04,0.594,0.552,0.635,0.043,0.825,0.788,0.878,0.048,0.653,0.592,0.718,0.064
72,Chile,CHL,2007,3.0,0.893,0.866,0.931,0.035,0.842,0.809,0.886,0.04,0.594,0.552,0.635,0.043,0.825,0.788,0.878,0.048,0.653,0.592,0.719,0.064
72,Chile,CHL,2008,3.0,0.893,0.866,0.931,0.035,0.841,0.81,0.887,0.04,0.594,0.552,0.635,0.043,0.825,0.788,0.878,0.048,0.653,0.592,0.719,0.064
72,Chile,CHL,2009,3.0,0.887,0.858,0.925,0.036,0.835,0.794,0.874,0.041,0.589,0.549,0.633,0.043,0.819,0.775,0.87,0.049,0.649,0.593,0.716,0.064
72,Chile,CHL,2010,3.0,0.887,0.859,0.929,0.037,0.838,0.799,0.88,0.042,0.576,0.535,0.623,0.043,0.791,0.749,0.855,0.056,0.666,0.611,0.737,0.064
72,Chile,CHL,2011,3.0,0.89,0.862,0.928,0.034,0.84,0.81,0.885,0.039,0.578,0.537,0.62,0.042,0.806,0.752,0.851,0.051,0.674,0.621,0.739,0.061
72,Chile,CHL,2012,3.0,0.894,0.862,0.925,0.033,0.846,0.815,0.888,0.038,0.581,0.543,0.624,0.042,0.807,0.762,0.858,0.05,0.681,0.622,0.747,0.063
72,Chile,CHL,2013,3.0,0.894,0.862,0.93,0.036,0.848,0.812,0.89,0.041,0.581,0.535,0.621,0.043,0.799,0.739,0.85,0.058,0.683,0.63,0.75,0.06
72,Chile,CHL,2014,3.0,0.894,0.857,0.925,0.036,0.849,0.815,0.892,0.041,0.592,0.556,0.634,0.041,0.822,0.783,0.878,0.05,0.687,0.632,0.753,0.062
72,Chile,CHL,2015,3.0,0.888,0.857,0.925,0.037,0.84,0.802,0.882,0.041,0.587,0.542,0.627,0.043,0.82,0.772,0.862,0.049,0.678,0.624,0.745,0.06
72,Chile,CHL,2016,3.0,0.888,0.857,0.925,0.037,0.84,0.802,0.882,0.041,0.592,0.56,0.639,0.042,0.82,0.78,0.875,0.05,0.676,0.617,0.734,0.06
72,Chile,CHL,2017,3.0,0.891,0.859,0.926,0.036,0.842,0.807,0.884,0.04,0.592,0.556,0.636,0.041,0.809,0.768,0.865,0.052,0.684,0.622,0.738,0.06
72,Chile,CHL,2018,2.0,0.871,0.844,0.918,0.04,0.805,0.761,0.846,0.044,0.576,0.535,0.62,0.043,0.781,0.729,0.837,0.056,0.656,0.592,0.719,0.064
72,Chile,CHL,2019,2.0,0.829,0.789,0.879,0.047,0.763,0.72,0.816,0.049,0.56,0.514,0.604,0.045,0.747,0.694,0.807,0.059,0.624,0.571,0.703,0.066
72,Chile,CHL,2020,2.0,0.835,0.792,0.877,0.043,0.765,0.724,0.813,0.046,0.596,0.557,0.64,0.042,0.735,0.678,0.796,0.06,0.612,0.544,0.675,0.066
72,Chile,CHL,2021,3.0,0.839,0.8,0.887,0.045,0.777,0.735,0.83,0.048,0.592,0.548,0.636,0.044,0.771,0.723,0.826,0.054,0.626,0.565,0.695,0.065
72,Chile,CHL,2022,3.0,0.838,0.799,0.891,0.048,0.779,0.736,0.836,0.051,0.592,0.552,0.643,0.046,0.773,0.72,0.83,0.056,0.617,0.552,0.684,0.067
72,Chile,CHL,2023,3.0,0.837,0.804,0.891,0.045,0.781,0.732,0.827,0.048,0.596,0.548,0.635,0.044,0.773,0.724,0.829,0.054,0.631,0.574,0.708,0.066
72,Chile,CHL,2024,3.0,0.844,0.801,0.889,0.046,0.787,0.743,0.838,0.049,0.594,0.547,0.635,0.046,0.777,0.729,0.834,0.055,0.641,0.574,0.704,0.066
73,Costa Rica,CRI,2000,3.0,0.895,0.868,0.937,0.038,0.844,0.807,0.89,0.043,0.632,0.603,0.67,0.036,0.843,0.807,0.899,0.048,0.792,0.75,0.851,0.054
73,Costa Rica,CRI,2001,3.0,0.895,0.868,0.937,0.038,0.844,0.81,0.892,0.043,0.633,0.6,0.668,0.036,0.843,0.807,0.899,0.048,0.799,0.761,0.859,0.052
73,Costa Rica,CRI,2002,3.0,0.896,0.864,0.933,0.036,0.846,0.809,0.889,0.041,0.651,0.614,0.684,0.036,0.843,0.803,0.891,0.046,0.802,0.76,0.858,0.051
73,Costa Rica,CRI,2003,3.0,0.896,0.864,0.932,0.036,0.846,0.809,0.888,0.041,0.65,0.616,0.686,0.036,0.843,0.803,0.892,0.046,0.802,0.76,0.858,0.051
73,Costa Rica,CRI,2004,3.0,0.894,0.865,0.934,0.036,0.843,0.81,0.888,0.041,0.648,0.617,0.685,0.036,0.84,0.798,0.886,0.045,0.799,0.76,0.86,0.051
73,Costa Rica,CRI,2005,3.0,0.894,0.865,0.934,0.036,0.841,0.804,0.884,0.041,0.648,0.617,0.685,0.036,0.84,0.798,0.886,0.045,0.798,0.76,0.858,0.051
73,Costa Rica,CRI,2006,3.0,0.905,0.878,0.942,0.034,0.851,0.82,0.897,0.04,0.657,0.627,0.692,0.034,0.86,0.822,0.901,0.042,0.81,0.773,0.87,0.05
73,Costa Rica,CRI,2007,3.0,0.908,0.882,0.943,0.033,0.855,0.819,0.896,0.039,0.698,0.67,0.737,0.035,0.865,0.825,0.903,0.041,0.813,0.767,0.862,0.05
73,Costa Rica,CRI,2008,3.0,0.908,0.882,0.943,0.033,0.855,0.819,0.896,0.039,0.698,0.67,0.737,0.035,0.857,0.82,0.903,0.043,0.813,0.767,0.862,0.05
73,Costa Rica,CRI,2009,3.0,0.908,0.882,0.943,0.033,0.855,0.82,0.894,0.039,0.698,0.67,0.737,0.035,0.857,0.82,0.903,0.043,0.812,0.771,0.865,0.05
73,Costa Rica,CRI,2010,3.0,0.911,0.886,0.945,0.032,0.859,0.824,0.898,0.038,0.7,0.673,0.739,0.034,0.866,0.827,0.907,0.042,0.82,0.777,0.866,0.047
73,Costa Rica,CRI,2011,3.0,0.911,0.887,0.945,0.032,0.861,0.825,0.898,0.038,0.701,0.673,0.739,0.034,0.866,0.828,0.907,0.042,0.82,0.777,0.866,0.047
73,Costa Rica,CRI,2012,3.0,0.909,0.886,0.948,0.033,0.859,0.828,0.902,0.038,0.696,0.666,0.733,0.035,0.862,0.827,0.907,0.041,0.824,0.779,0.868,0.046
73,Costa Rica,CRI,2013,3.0,0.908,0.881,0.943,0.033,0.854,0.821,0.898,0.039,0.691,0.658,0.726,0.034,0.86,0.821,0.903,0.042,0.815,0.769,0.862,0.048
73,Costa Rica,CRI,2014,3.0,0.905,0.883,0.944,0.033,0.856,0.824,0.897,0.039,0.687,0.655,0.719,0.034,0.857,0.821,0.9,0.042,0.811,0.768,0.861,0.048
73,Costa Rica,CRI,2015,3.0,0.905,0.876,0.938,0.033,0.854,0.821,0.895,0.039,0.677,0.646,0.713,0.036,0.853,0.818,0.898,0.043,0.814,0.772,0.865,0.048
73,Costa Rica,CRI,2016,3.0,0.904,0.878,0.941,0.035,0.855,0.821,0.9,0.041,0.674,0.642,0.712,0.037,0.844,0.803,0.893,0.046,0.812,0.765,0.861,0.049
73,Costa Rica,CRI,2017,3.0,0.899,0.873,0.938,0.034,0.852,0.817,0.894,0.04,0.664,0.633,0.704,0.037,0.847,0.81,0.895,0.044,0.809,0.765,0.857,0.047
73,Costa Rica,CRI,2018,3.0,0.892,0.859,0.928,0.036,0.836,0.802,0.881,0.041,0.66,0.625,0.699,0.038,0.831,0.791,0.881,0.048,0.802,0.76,0.857,0.05
73,Costa Rica,CRI,2019,3.0,0.896,0.869,0.936,0.036,0.843,0.806,0.886,0.041,0.655,0.623,0.696,0.038,0.838,0.802,0.893,0.046,0.806,0.758,0.854,0.049
73,Costa Rica,CRI,2020,3.0,0.898,0.867,0.932,0.035,0.848,0.816,0.894,0.04,0.654,0.625,0.699,0.038,0.847,0.814,0.899,0.045,0.81,0.765,0.859,0.049
73,Costa Rica,CRI,2021,3.0,0.895,0.862,0.929,0.035,0.844,0.808,0.888,0.041,0.649,0.621,0.694,0.038,0.844,0.811,0.899,0.045,0.798,0.757,0.856,0.051
73,Costa Rica,CRI,2022,3.0,0.865,0.833,0.916,0.044,0.809,0.768,0.861,0.048,0.623,0.587,0.67,0.043,0.791,0.742,0.846,0.054,0.765,0.712,0.823,0.056
73,Costa Rica,CRI,2023,3.0,0.859,0.824,0.904,0.043,0.805,0.769,0.86,0.047,0.604,0.557,0.642,0.043,0.787,0.744,0.849,0.053,0.76,0.705,0.811,0.056
73,Costa Rica,CRI,2024,3.0,0.859,0.824,0.904,0.043,0.805,0.769,0.86,0.047,0.604,0.561,0.647,0.044,0.787,0.744,0.849,0.053,0.76,0.707,0.812,0.055
75,Ecuador,ECU,2000,2.0,0.689,0.63,0.756,0.063,0.453,0.394,0.508,0.057,0.475,0.427,0.532,0.052,0.448,0.375,0.536,0.08,0.395,0.33,0.453,0.063
75,Ecuador,ECU,2001,2.0,0.689,0.63,0.756,0.063,0.453,0.394,0.508,0.057,0.475,0.427,0.532,0.052,0.448,0.375,0.536,0.08,0.395,0.33,0.453,0.063
75,Ecuador,ECU,2002,2.0,0.691,0.638,0.767,0.063,0.455,0.394,0.508,0.057,0.476,0.426,0.532,0.052,0.44,0.355,0.52,0.082,0.397,0.333,0.459,0.064
75,Ecuador,ECU,2003,2.0,0.7,0.641,0.761,0.061,0.46,0.407,0.521,0.057,0.487,0.44,0.541,0.051,0.391,0.3,0.457,0.078,0.403,0.343,0.466,0.063
75,Ecuador,ECU,2004,2.0,0.7,0.641,0.761,0.061,0.458,0.404,0.518,0.056,0.485,0.437,0.538,0.05,0.391,0.3,0.457,0.078,0.403,0.343,0.466,0.063
75,Ecuador,ECU,2005,2.0,0.7,0.641,0.761,0.061,0.459,0.408,0.52,0.056,0.483,0.435,0.536,0.05,0.397,0.32,0.467,0.074,0.4,0.338,0.464,0.063
75,Ecuador,ECU,2006,2.0,0.703,0.636,0.761,0.061,0.461,0.41,0.514,0.054,0.501,0.453,0.556,0.051,0.419,0.347,0.498,0.077,0.403,0.337,0.461,0.063
75,Ecuador,ECU,2007,2.0,0.671,0.613,0.732,0.061,0.409,0.358,0.461,0.052,0.478,0.43,0.528,0.049,0.52,0.449,0.593,0.072,0.425,0.359,0.482,0.062
75,Ecuador,ECU,2008,2.0,0.632,0.57,0.694,0.062,0.351,0.302,0.393,0.047,0.473,0.422,0.522,0.05,0.477,0.411,0.545,0.068,0.416,0.351,0.472,0.061
75,Ecuador,ECU,2009,2.0,0.612,0.545,0.67,0.061,0.332,0.28,0.368,0.044,0.443,0.392,0.487,0.048,0.441,0.376,0.509,0.067,0.409,0.355,0.471,0.059
75,Ecuador,ECU,2010,2.0,0.588,0.532,0.648,0.058,0.311,0.265,0.344,0.041,0.415,0.364,0.453,0.046,0.408,0.35,0.479,0.067,0.417,0.367,0.475,0.055
75,Ecuador,ECU,2011,2.0,0.587,0.526,0.653,0.062,0.311,0.264,0.349,0.043,0.412,0.36,0.458,0.05,0.403,0.338,0.479,0.07,0.417,0.358,0.469,0.057
75,Ecuador,ECU,2012,2.0,0.589,0.528,0.649,0.06,0.307,0.267,0.349,0.041,0.412,0.364,0.461,0.048,0.393,0.321,0.46,0.07,0.418,0.36,0.472,0.057
75,Ecuador,ECU,2013,2.0,0.541,0.483,0.6,0.059,0.268,0.231,0.303,0.037,0.37,0.326,0.413,0.043,0.352,0.293,0.412,0.061,0.385,0.331,0.435,0.053
75,Ecuador,ECU,2014,2.0,0.54,0.486,0.602,0.059,0.265,0.225,0.295,0.037,0.369,0.325,0.41,0.043,0.343,0.279,0.407,0.064,0.384,0.33,0.439,0.054
75,Ecuador,ECU,2015,2.0,0.534,0.475,0.597,0.06,0.263,0.226,0.297,0.036,0.366,0.323,0.412,0.045,0.344,0.274,0.402,0.063,0.381,0.329,0.431,0.052
75,Ecuador,ECU,2016,2.0,0.543,0.483,0.6,0.059,0.268,0.228,0.299,0.036,0.368,0.328,0.416,0.045,0.347,0.281,0.411,0.065,0.389,0.338,0.437,0.051
75,Ecuador,ECU,2017,2.0,0.555,0.496,0.617,0.061,0.342,0.297,0.386,0.045,0.38,0.336,0.427,0.046,0.438,0.376,0.503,0.064,0.393,0.335,0.442,0.054
75,Ecuador,ECU,2018,2.0,0.643,0.579,0.701,0.061,0.46,0.409,0.52,0.056,0.448,0.402,0.504,0.051,0.493,0.42,0.558,0.069,0.426,0.364,0.487,0.061
75,Ecuador,ECU,2019,2.0,0.618,0.563,0.685,0.061,0.45,0.397,0.502,0.053,0.429,0.375,0.474,0.049,0.459,0.398,0.538,0.069,0.405,0.345,0.461,0.058
75,Ecuador,ECU,2020,2.0,0.623,0.556,0.685,0.064,0.473,0.412,0.526,0.057,0.437,0.386,0.489,0.051,0.438,0.357,0.497,0.071,0.402,0.342,0.457,0.06
75,Ecuador,ECU,2021,2.0,0.628,0.568,0.697,0.064,0.458,0.409,0.521,0.057,0.434,0.384,0.489,0.052,0.471,0.405,0.55,0.074,0.381,0.322,0.439,0.059
75,Ecuador,ECU,2022,2.0,0.659,0.613,0.73,0.059,0.5,0.447,0.555,0.055,0.466,0.406,0.506,0.049,0.396,0.3,0.459,0.079,0.386,0.327,0.447,0.059
75,Ecuador,ECU,2023,2.0,0.639,0.584,0.706,0.061,0.46,0.404,0.512,0.055,0.49,0.441,0.544,0.052,0.385,0.304,0.46,0.077,0.351,0.296,0.405,0.056
75,Ecuador,ECU,2024,2.0,0.651,0.581,0.706,0.062,0.446,0.399,0.508,0.055,0.504,0.454,0.561,0.054,0.35,0.273,0.425,0.076,0.309,0.253,0.364,0.057
78,Guatemala,GTM,2000,2.0,0.546,0.477,0.61,0.065,0.364,0.307,0.409,0.05,0.336,0.292,0.384,0.046,0.374,0.311,0.433,0.062,0.222,0.176,0.263,0.045
